,smiles,carbons,nitrogens,oxygens,fluorines
7755,CC1CC(=O)C(=O)O1,5,0,3,0
7756,CC1OC(=N)C(=N)O1,4,2,2,0
7757,CC1OC(=N)C(=O)O1,4,1,3,0
7758,CC1OC(=O)C(=O)O1,4,0,4,0
7759,CN1CC(=O)C(=O)C1,5,1,2,0
7760,OC1CC(=O)C(=O)C1,5,0,3,0
7761,CC1=CC(O)CC1=O,6,0,2,0
7762,CC1CC(=O)C(C)=C1,7,0,1,0
7763,CC1CC(=O)C(N)=N1,5,2,1,0
7764,CC1NC(=O)C(C)=C1,6,1,1,0
7765,CC1OC(=N)C(C)=C1,6,1,1,0
7766,CC1OC(=O)C(C)=C1,6,0,2,0
7767,CC1=CC(=O)CC1O,6,0,2,0
7768,CC1CC(=O)C=C1C,7,0,1,0
7769,CC1CC(=O)C=C1N,6,1,1,0
7770,CC1NC(=O)C=C1C,6,1,1,0
7771,CC1NC(=O)C=C1N,5,2,1,0
7772,CC1OC(=N)C=C1C,6,1,1,0
7773,CC1OC(=N)C=C1N,5,2,1,0
7774,CC1OC(=O)C=C1C,6,0,2,0
7775,CC1OC(=O)C=C1N,5,1,2,0
7776,NC1=CC(=O)CC1O,5,1,2,0
7777,CC1CC(=N)NC1=O,5,2,1,0
7778,CC1CC(=N)OC1=O,5,1,2,0
7779,CC1CC(=O)CC1=O,6,0,2,0
7780,CC1CC(=O)NC1=N,5,2,1,0
7781,CC1CC(=O)NC1=O,5,1,2,0
7782,CC1CC(=O)OC1=N,5,1,2,0
7783,CC1NC(=N)NC1=O,4,3,1,0
7784,CC1NC(=O)CC1=O,5,1,2,0
7785,CC1NC(=O)NC1=N,4,3,1,0
7786,CC1NC(=O)NC1=O,4,2,2,0
7787,CC1NC(=O)OC1=N,4,2,2,0
7788,CC1OC(=N)CC1=O,5,1,2,0
7789,CC1OC(=N)NC1=N,4,3,1,0
7790,CC1OC(=N)NC1=O,4,2,2,0
7791,CC1OC(=O)CC1=O,5,0,3,0
7792,CC1OC(=O)NC1=N,4,2,2,0
7793,CC1OC(=O)OC1=N,4,1,3,0
7794,CN1CC(=N)NC1=O,4,3,1,0
7795,CN1CC(=N)OC1=O,4,2,2,0
7796,CN1CC(=O)CC1=O,5,1,2,0
7797,CN1CC(=O)NC1=N,4,3,1,0
7798,CN1CC(=O)NC1=O,4,2,2,0
7799,NC1CC(=N)OC1=O,4,2,2,0
7800,NC1CC(=O)NC1=O,4,2,2,0
7801,NC1CC(=O)OC1=N,4,2,2,0
7802,OC1CC(=N)NC1=O,4,2,2,0
7803,OC1CC(=N)OC1=O,4,1,3,0
7804,OC1CC(=O)CC1=O,5,0,3,0
7805,OC1CC(=O)NC1=N,4,2,2,0
7806,OC1CC(=O)NC1=O,4,1,3,0
7807,OC1CC(=O)OC1=N,4,1,3,0
7808,CC1CC(=N)OC1C,6,1,1,0
7809,CC1CC(=O)CC1C,7,0,1,0
7810,CC1CC(=O)CC1O,6,0,2,0
7811,CC1CC(=O)CN1C,6,1,1,0
7812,CC1CC(=O)NC1C,6,1,1,0
7813,CC1CC(=O)OC1C,6,0,2,0
7814,CC1NC(=O)CC1O,5,1,2,0
7815,CC1NC(=O)NC1C,5,2,1,0
7816,CC1NC(=O)OC1C,5,1,2,0
7817,CC1OC(=N)CC1O,5,1,2,0
7818,CC1OC(=N)OC1C,5,1,2,0
7819,CC1OC(=O)CC1O,5,0,3,0
7820,CC1OC(=O)OC1C,5,0,3,0
7821,OC1CC(=O)CC1O,5,0,3,0
7822,CC1=C(C)CC(O)C1,7,0,1,0
7823,CC1CC(C)=C(C)C1,8,0,0,0
7824,CC1=CC(=O)C(O)C1,6,0,2,0
7825,CC1CC(C)=CC1=O,7,0,1,0
7826,CC1CC(N)=CC1=O,6,1,1,0
7827,CN1CC(C)=CC1=O,6,1,1,0
7828,CN1CC(N)=CC1=O,5,2,1,0
7829,NC1=CC(=O)C(O)C1,5,1,2,0
7830,CC1=CC(O)C(O)C1,6,0,2,0
7831,CC1C=C(C)CC1O,7,0,1,0
7832,CC1CC(C)=CC1C,8,0,0,0
7833,CC1CC(C)=CC1O,7,0,1,0
7834,CC1OC(C)=NC1C,6,1,1,0
7835,CC1OC(N)=NC1C,5,2,1,0
7836,CC1CC(=O)C(C)O1,6,0,2,0
7837,CC1CC(C)C(=N)O1,6,1,1,0
7838,CC1CC(C)C(=O)C1,7,0,1,0
7839,CC1CC(C)C(=O)N1,6,1,1,0
7840,CC1CC(C)C(=O)O1,6,0,2,0
7841,CC1CC(N)C(=O)O1,5,1,2,0
7842,CC1CC(O)C(=N)O1,5,1,2,0
7843,CC1CC(O)C(=O)C1,6,0,2,0
7844,CC1CC(O)C(=O)N1,5,1,2,0
7845,CC1CC(O)C(=O)O1,5,0,3,0
7846,CC1CC(O)CC1=O,6,0,2,0
7847,CC1CN(C)C(=O)C1,6,1,1,0
7848,CC1CN(C)C(=O)N1,5,2,1,0
7849,CC1CN(C)C(=O)O1,5,1,2,0
7850,CC1CN(C)CC1=O,6,1,1,0
7851,CC1OC(C)C(=N)O1,5,1,2,0
7852,CC1OC(C)C(=O)O1,5,0,3,0
7853,CN1CC(O)C(=O)C1,5,1,2,0
7854,CN1CC(O)CC1=O,5,1,2,0
7855,OC1CC(O)C(=O)C1,5,0,3,0
7856,CC1=CC(O)CC1O,6,0,2,0
7857,CC1CC(C)C(C)=C1,8,0,0,0
7858,CC1CC(O)C(C)=C1,7,0,1,0
7859,CC1CC(O)C=C1C,7,0,1,0
7860,CC1OC(C)C(C)=C1,7,0,1,0
7861,CC1CC(C)C(C)C1,8,0,0,0
7862,CC1CC(C)C(C)O1,7,0,1,0
7863,CC1CC(C)C(O)C1,7,0,1,0
7864,CC1CC(O)C(C)O1,6,0,2,0
7865,CC1CC(O)C(O)C1,6,0,2,0
7866,CC1CC(O)CC1C,7,0,1,0
7867,CC1CC(O)CC1O,6,0,2,0
7868,CC1OC(C)C(C)O1,6,0,2,0
7869,OC1CC(O)C(O)C1,5,0,3,0
7870,CC12CC(=O)C1CO2,6,0,2,0
7871,CC12CCC1C(=N)O2,6,1,1,0
7872,CC12CCC1C(=O)C2,7,0,1,0
7873,CC12CCC1C(=O)N2,6,1,1,0
7874,CC12CCC1C(=O)O2,6,0,2,0
7875,CC12CCN1C(=O)C2,6,1,1,0
7876,CC12CNC1C(=N)O2,5,2,1,0
7877,CC12CNC1C(=O)O2,5,1,2,0
7878,CC12COC1C(=N)N2,5,2,1,0
7879,CC12COC1C(=N)O2,5,1,2,0
7880,CC12COC1C(=O)C2,6,0,2,0
7881,CC12COC1C(=O)N2,5,1,2,0
7882,CC12COC1C(=O)O2,5,0,3,0
7883,OC12CCC1C(=O)C2,6,0,2,0
7884,OC12CNC1C(=O)C2,5,1,2,0
7885,OC12COC1C(=O)C2,5,0,3,0
7886,CC12CC(O)C1CO2,6,0,2,0
7887,CC12CCC1C(O)C2,7,0,1,0
7888,CC12COC1C(O)C2,6,0,2,0
7889,CC1CC2(C)CCC12,8,0,0,0
7890,CC1CC2(C)COC12,7,0,1,0
7891,CC1CC2(C)OCC12,7,0,1,0
7892,CC1CC2(O)CCC12,7,0,1,0
7893,CC1CC2(O)COC12,6,0,2,0
7894,CC1OC2(C)CCC12,7,0,1,0
7895,CC1OC2(C)COC12,6,0,2,0
7896,CN1CC2(C)OCC12,6,1,1,0
7897,CN1CC2(O)CCC12,6,1,1,0
7898,OC1CC2(O)CCC12,6,0,2,0
7899,OC1CC2(O)COC12,5,0,3,0
7900,CC12CC(C1)C2C#C,8,0,0,0
7901,CC12CC(C1)C2C#N,7,1,0,0
7902,CC12CC(N1)C2C#N,6,2,0,0
7903,CC12CC(O1)C2C#C,7,0,1,0
7904,CC12CC(O1)C2C#N,6,1,1,0
7905,CC12CN(C1)C2C#C,7,1,0,0
7906,CC12CN(C1)C2C#N,6,2,0,0
7907,NC12CN(C1)C2C#N,5,3,0,0
7908,OC12CC(C1)C2C#C,7,0,1,0
7909,OC12CC(C1)C2C#N,6,1,1,0
7910,OC12CN(C1)C2C#C,6,1,1,0
7911,OC12CN(C1)C2C#N,5,2,1,0
7912,CC12CC(C1)C2C=O,7,0,1,0
7913,CC12CC(C1)N2C=O,6,1,1,0
7914,CC12CC(O1)C2C=O,6,0,2,0
7915,CC12CN(C1)C2C=O,6,1,1,0
7916,OC12CC(C1)C2C=O,6,0,2,0
7917,OC12CN(C1)C2C=O,5,1,2,0
7918,CC12CC(C1)C2CO,7,0,1,0
7919,CC12CC(O1)C2CO,6,0,2,0
7920,CC12CN(C1)C2CO,6,1,1,0
7921,CCC1C2CC1(C)C2,8,0,0,0
7922,CCC1C2CC1(C)O2,7,0,1,0
7923,CCC1C2CC1(O)C2,7,0,1,0
7924,CCC1N2CC1(O)C2,6,1,1,0
7925,COC1C2CC1(C)C2,7,0,1,0
7926,COC1C2CC1(C)O2,6,0,2,0
7927,COC1C2CC1(O)C2,6,0,2,0
7928,OCC1C2CC1(O)C2,6,0,2,0
7929,OCC1N2CC1(O)C2,5,1,2,0
7930,CC12CC(C1)C=CC2,8,0,0,0
7931,CC12CC(C1)N=CO2,6,1,1,0
7932,CC12CC(O1)C=CC2,7,0,1,0
7933,OC12CC(C1)C=CC2,7,0,1,0
7934,CC12CC(C1)CC=C2,8,0,0,0
7935,CC12CC(C1)OC=N2,6,1,1,0
7936,CC12CC(CC=C1)O2,7,0,1,0
7937,OC12CC(C1)CC=C2,7,0,1,0
7938,OC12CN(C1)CC=C2,6,1,1,0
7939,CC12CC(C1)CCC2,8,0,0,0
7940,CC12CC(C1)CCO2,7,0,1,0
7941,CC12CC(C1)COC2,7,0,1,0
7942,CC12CC(C1)OCC2,7,0,1,0
7943,CC12CC(C1)OCO2,6,0,2,0
7944,CC12CC(CCC1)O2,7,0,1,0
7945,CC12CC(COC1)O2,6,0,2,0
7946,CC12CN(C1)CCO2,6,1,1,0
7947,OC12CC(C1)CCC2,7,0,1,0
7948,OC12CC(C1)COC2,6,0,2,0
7949,OC12CC(C1)OCC2,6,0,2,0
7950,CC12CC(=O)C1C2O,6,0,2,0
7951,CC12NC(=O)C1C2O,5,1,2,0
7952,CC12OC(=N)C1C2O,5,1,2,0
7953,CC12OC(=O)C1C2O,5,0,3,0
7954,CC1C2C(=N)OC12C,6,1,1,0
7955,CC1C2C(=O)CC12C,7,0,1,0
7956,CC1C2C(=O)CC12O,6,0,2,0
7957,CC1C2C(=O)NC12C,6,1,1,0
7958,CC1C2C(=O)OC12C,6,0,2,0
7959,CC1N2C(=O)CC12C,6,1,1,0
7960,CN1C2C(=O)CC12C,6,1,1,0
7961,OC1C2C(=O)CC12O,5,0,3,0
7962,CC12CC(O)C1C2O,6,0,2,0
7963,CC1C2C(C)CC12C,8,0,0,0
7964,CC1C2C(C)CC12O,7,0,1,0
7965,CC1C2C(C)OC12C,7,0,1,0
7966,CC1C2C(O)CC12C,7,0,1,0
7967,CC1C2C(O)CC12O,6,0,2,0
7968,CC1C2N(C)CC12O,6,1,1,0
7969,CC1CC2(C)C(O)C12,7,0,1,0
7970,CC1CC2(O)C(O)C12,6,0,2,0
7971,CC1OC2(C)C(O)C12,6,0,2,0
7972,CN1C2C(O)CC12C,6,1,1,0
7973,CN1CC2(O)C(O)C12,5,1,2,0
7974,OC1C2C(O)CC12O,5,0,3,0
7975,CC12CC(=O)CC1N2,6,1,1,0
7976,CC12CC(=O)CC1O2,6,0,2,0
7977,CC12CC1CC(=N)O2,6,1,1,0
7978,CC12CC1CC(=O)C2,7,0,1,0
7979,CC12CC1CC(=O)N2,6,1,1,0
7980,CC12CC1CC(=O)O2,6,0,2,0
7981,CC12CC1NC(=O)C2,6,1,1,0
7982,CC12CC1NC(=O)N2,5,2,1,0
7983,CC12CC1NC(=O)O2,5,1,2,0
7984,CC12CC1OC(=N)C2,6,1,1,0
7985,CC12CC1OC(=N)O2,5,1,2,0
7986,CC12CC1OC(=O)C2,6,0,2,0
7987,CC12CC1OC(=O)N2,5,1,2,0
7988,CC12CC1OC(=O)O2,5,0,3,0
7989,CC12CN1CC(=O)C2,6,1,1,0
7990,OC12CC1CC(=O)C2,6,0,2,0
7991,OC12CC1NC(=O)C2,5,1,2,0
7992,OC12CC1OC(=N)C2,5,1,2,0
7993,OC12CC1OC(=O)C2,5,0,3,0
7994,CC12CC1OC(N)=N2,5,2,1,0
7995,CC1=CC2(C)CC2C1,8,0,0,0
7996,CC1=CC2(C)NC2C1,7,1,0,0
7997,CC1=CC2(C)OC2C1,7,0,1,0
7998,CC1=CC2(O)CC2C1,7,0,1,0
7999,CC1=NC2(C)CC2O1,6,1,1,0
8000,CC12CC1N=C(N)O2,5,2,1,0
8001,CC1=CC2CC2(C)C1,8,0,0,0
8002,CC1=CC2CC2(O)C1,7,0,1,0
8003,CC1=CC2NC2(C)C1,7,1,0,0
8004,CC1=CC2OC2(C)C1,7,0,1,0
8005,CC1=NC2CC2(C)O1,6,1,1,0
8006,CC12CC(O)CC1N2,6,1,1,0
8007,CC12CC(O)CC1O2,6,0,2,0
8008,CC12CC1CC(O)C2,7,0,1,0
8009,CC12CN1CC(O)C2,6,1,1,0
8010,CC1CC2(C)CC2O1,7,0,1,0
8011,CC1CC2(O)CC2O1,6,0,2,0
8012,CC1CC2CC2(C)C1,8,0,0,0
8013,CC1CC2CC2(C)O1,7,0,1,0
8014,CC1CC2CC2(O)C1,7,0,1,0
8015,CC1CC2OC2(C)C1,7,0,1,0
8016,CC1OC2CC2(C)O1,6,0,2,0
8017,OC1CC2CC2(O)C1,6,0,2,0
8018,CC12CC(C1)CC2=O,7,0,1,0
8019,CC12CC(C1)NC2=O,6,1,1,0
8020,CC12CC(C1)OC2=N,6,1,1,0
8021,CC12CC(C1)OC2=O,6,0,2,0
8022,CC12CC(CC1=O)O2,6,0,2,0
8023,CC12CN(C1)CC2=O,6,1,1,0
8024,NC12CC(C1)OC2=O,5,1,2,0
8025,OC12CC(C1)CC2=O,6,0,2,0
8026,OC12CC(C1)NC2=O,5,1,2,0
8027,OC12CC(C1)OC2=N,5,1,2,0
8028,OC12CC(C1)OC2=O,5,0,3,0
8029,OC12CN(C1)CC2=O,5,1,2,0
8030,CC1=CC2CC1(C)C2,8,0,0,0
8031,CC1=CC2CC1(C)O2,7,0,1,0
8032,CC1=CC2CC1(O)C2,7,0,1,0
8033,CC12CC(C1)CC2O,7,0,1,0
8034,CC12CC(CC1O)O2,6,0,2,0
8035,CC1CC2CC1(C)C2,8,0,0,0
8036,CC1CC2CC1(C)O2,7,0,1,0
8037,CC1CC2CC1(O)C2,7,0,1,0
8038,CC1CN2CC1(O)C2,6,1,1,0
8039,CC1OC2CC1(C)C2,7,0,1,0
8040,CC1OC2CC1(O)C2,6,0,2,0
8041,OC1CC2CC1(O)C2,6,0,2,0
8042,OC1CN2CC1(O)C2,5,1,2,0
8043,CC1(C)C2CCC12C,8,0,0,0
8044,CC1(C)C2CCC12O,7,0,1,0
8045,CC1(C)C2COC12C,7,0,1,0
8046,CC1(C)C2OCC12C,7,0,1,0
8047,CC1(C)C2OCC12O,6,0,2,0
8048,CC1(O)C2CCC12C,7,0,1,0
8049,CC1(O)C2CCC12O,6,0,2,0
8050,CC1(O)C2COC12C,6,0,2,0
8051,CC1(O)C2OCC12C,6,0,2,0
8052,CC1(O)C2OCC12O,5,0,3,0
8053,CC12CC1(C)C=CC2,8,0,0,0
8054,CC12CC1(C)N=CO2,6,1,1,0
8055,CC12CC1(O)C=CC2,7,0,1,0
8056,CC12CC1(O)CC=C2,7,0,1,0
8057,CC12CC=CC1(C)N2,7,1,0,0
8058,CC12CC=CC1(C)O2,7,0,1,0
8059,OC12CC1(O)C=CC2,6,0,2,0
8060,CC12CC1(C)CCC2,8,0,0,0
8061,CC12CC1(C)COC2,7,0,1,0
8062,CC12CC1(C)OCC2,7,0,1,0
8063,CC12CC1(C)OCO2,6,0,2,0
8064,CC12CC1(O)CCC2,7,0,1,0
8065,CC12CC1(O)CCO2,6,0,2,0
8066,CC12CC1(O)COC2,6,0,2,0
8067,CC12CCCC1(C)O2,7,0,1,0
8068,CC12COCC1(C)N2,6,1,1,0
8069,CC12COCC1(C)O2,6,0,2,0
8070,OC12CC1(O)CCC2,6,0,2,0
8071,OC12CC1(O)COC2,5,0,3,0
8072,CC(=N)OC1CCC1,6,1,1,0
8073,CC(=N)OC1COC1,5,1,2,0
8074,CC(=O)CC1CCC1,7,0,1,0
8075,CC(=O)CC1CCO1,6,0,2,0
8076,CC(=O)CC1COC1,6,0,2,0
8077,CC(=O)CN1CCC1,6,1,1,0
8078,CC(=O)NC1CCC1,6,1,1,0
8079,CC(=O)NC1COC1,5,1,2,0
8080,CC(=O)OC1CCC1,6,0,2,0
8081,CC(=O)OC1COC1,5,0,3,0
8082,NC(=O)CC1CCC1,6,1,1,0
8083,NC(=O)CC1CCO1,5,1,2,0
8084,NC(=O)CC1COC1,5,1,2,0
8085,NC(=O)CN1CCC1,5,2,1,0
8086,NC(=O)NC1CCC1,5,2,1,0
8087,NC(=O)NC1COC1,4,2,2,0
8088,NC(=O)OC1CCC1,5,1,2,0
8089,NC(=O)OC1COC1,4,1,3,0
8090,CC(C)N=C1CCO1,6,1,1,0
8091,CC(C)CC1CCC1,8,0,0,0
8092,CC(C)CC1CCO1,7,0,1,0
8093,CC(C)CC1COC1,7,0,1,0
8094,CC(C)OC1CCC1,7,0,1,0
8095,CC(C)OC1COC1,6,0,2,0
8096,CC(O)CC1CCC1,7,0,1,0
8097,CC(O)CC1CCO1,6,0,2,0
8098,CC(O)CC1COC1,6,0,2,0
8099,N=C1CC(CC#C)O1,6,1,1,0
8100,N=C1CC(CC#N)O1,5,2,1,0
8101,O=C1CC(CC#C)C1,7,0,1,0
8102,O=C1CC(CC#C)N1,6,1,1,0
8103,O=C1CC(CC#C)O1,6,0,2,0
8104,O=C1CC(CC#N)C1,6,1,1,0
8105,O=C1CC(CC#N)N1,5,2,1,0
8106,O=C1CC(CC#N)O1,5,1,2,0
8107,O=C1CN(CC#C)C1,6,1,1,0
8108,O=C1CN(CC#N)C1,5,2,1,0
8109,N=C1CC(CC=O)O1,5,1,2,0
8110,N=COC1CC(=O)C1,5,1,2,0
8111,O=CCC1CC(=O)C1,6,0,2,0
8112,O=CCC1CC(=O)N1,5,1,2,0
8113,O=CCC1CC(=O)O1,5,0,3,0
8114,O=CCN1CC(=O)C1,5,1,2,0
8115,O=CNC1CC(=O)C1,5,1,2,0
8116,O=COC1CC(=O)C1,5,0,3,0
8117,CC#CC1CC(=N)O1,6,1,1,0
8118,CC#CC1CC(=O)C1,7,0,1,0
8119,CC#CC1CC(=O)N1,6,1,1,0
8120,CC#CC1CC(=O)O1,6,0,2,0
8121,CC#CC1CC(C)C1,8,0,0,0
8122,CC#CC1CC(C)O1,7,0,1,0
8123,CC#CC1CC(O)C1,7,0,1,0
8124,CC1CC(CC#C)C1,8,0,0,0
8125,CC1CC(CC#C)O1,7,0,1,0
8126,CC1CC(CC#N)C1,7,1,0,0
8127,CC1CC(CC#N)O1,6,1,1,0
8128,CC1CN(CC#N)C1,6,2,0,0
8129,OC1CC(CC#C)C1,7,0,1,0
8130,OC1CC(CC#N)C1,6,1,1,0
8131,OC1CN(CC#C)C1,6,1,1,0
8132,OC1CN(CC#N)C1,5,2,1,0
8133,CC1CC(C1)NC=O,6,1,1,0
8134,CC1CC(C1)OC=O,6,0,2,0
8135,CC1CC(CC=O)C1,7,0,1,0
8136,CC1CC(CC=O)O1,6,0,2,0
8137,CC1CN(CC=O)C1,6,1,1,0
8138,CN1CC(C1)NC=O,5,2,1,0
8139,CN1CC(C1)OC=N,5,2,1,0
8140,CN1CC(C1)OC=O,5,1,2,0
8141,OC1CC(C1)NC=O,5,1,2,0
8142,OC1CC(C1)OC=N,5,1,2,0
8143,OC1CC(C1)OC=O,5,0,3,0
8144,OC1CC(CC=O)C1,6,0,2,0
8145,OC1CN(CC=O)C1,5,1,2,0
8146,CCN=C1CC(C)O1,6,1,1,0
8147,CCCC1CC(=N)O1,6,1,1,0
8148,CCCC1CC(=O)C1,7,0,1,0
8149,CCCC1CC(=O)N1,6,1,1,0
8150,CCCC1CC(=O)O1,6,0,2,0
8151,CCCN1CC(=O)C1,6,1,1,0
8152,CCOC1CC(=O)C1,6,0,2,0
8153,COCC1CC(=N)O1,5,1,2,0
8154,COCC1CC(=O)C1,6,0,2,0
8155,COCC1CC(=O)N1,5,1,2,0
8156,COCC1CC(=O)O1,5,0,3,0
8157,OCCC1CC(=N)O1,5,1,2,0
8158,OCCC1CC(=O)C1,6,0,2,0
8159,OCCC1CC(=O)N1,5,1,2,0
8160,OCCC1CC(=O)O1,5,0,3,0
8161,OCCN1CC(=O)C1,5,1,2,0
8162,CC1CC(CCO)C1,7,0,1,0
8163,CC1CC(CCO)O1,6,0,2,0
8164,CCCC1CC(C)C1,8,0,0,0
8165,CCCC1CC(C)O1,7,0,1,0
8166,CCCC1CC(O)C1,7,0,1,0
8167,CCOC1CC(C)C1,7,0,1,0
8168,CCOC1CC(O)C1,6,0,2,0
8169,CCOC1CN(C)C1,6,1,1,0
8170,COCC1CC(C)C1,7,0,1,0
8171,COCC1CC(C)O1,6,0,2,0
8172,COCC1CC(O)C1,6,0,2,0
8173,OCCC1CC(O)C1,6,0,2,0
8174,OCCN1CC(O)C1,5,1,2,0
8175,N=C1CC2(CCC2)O1,6,1,1,0
8176,N=C1CC2(COC2)O1,5,1,2,0
8177,O=C1CC2(CCC2)C1,7,0,1,0
8178,O=C1CC2(CCC2)N1,6,1,1,0
8179,O=C1CC2(CCC2)O1,6,0,2,0
8180,O=C1CC2(CCO2)C1,6,0,2,0
8181,O=C1CC2(COC2)C1,6,0,2,0
8182,O=C1CC2(COC2)N1,5,1,2,0
8183,O=C1CC2(COC2)O1,5,0,3,0
8184,CC1CC2(CCC2)C1,8,0,0,0
8185,CC1CC2(CCC2)O1,7,0,1,0
8186,CC1CC2(CCO2)C1,7,0,1,0
8187,CC1CC2(COC2)C1,7,0,1,0
8188,CC1CC2(COC2)O1,6,0,2,0
8189,CN1CC2(CCO2)C1,6,1,1,0
8190,OC1CC2(CCC2)C1,7,0,1,0
8191,OC1CC2(CCO2)C1,6,0,2,0
8192,OC1CC2(COC2)C1,6,0,2,0
8193,C#CCC12CC(C1)C2,8,0,0,0
8194,C#CCC12CC(C1)O2,7,0,1,0
8195,C#CCC12CN(C1)C2,7,1,0,0
8196,N#CCC12CC(C1)C2,7,1,0,0
8197,N#CCC12CC(C1)N2,6,2,0,0
8198,N#CCC12CC(C1)O2,6,1,1,0
8199,N#CCC12CN(C1)C2,6,2,0,0
8200,N=COC12CC(C1)C2,6,1,1,0
8201,N=COC12CN(C1)C2,5,2,1,0
8202,O=CCC12CC(C1)C2,7,0,1,0
8203,O=CCC12CC(C1)O2,6,0,2,0
8204,O=CCC12CN(C1)C2,6,1,1,0
8205,O=CNC12CC(C1)C2,6,1,1,0
8206,O=CNC12CN(C1)C2,5,2,1,0
8207,O=COC12CC(C1)C2,6,0,2,0
8208,O=COC12CN(C1)C2,5,1,2,0
8209,CC#CC12CC(C1)C2,8,0,0,0
8210,CC#CC12CC(C1)O2,7,0,1,0
8211,CC#CC12CN(C1)C2,7,1,0,0
8212,CCCC12CC(C1)C2,8,0,0,0
8213,CCCC12CC(C1)O2,7,0,1,0
8214,CCCC12CN(C1)C2,7,1,0,0
8215,CCOC12CC(C1)C2,7,0,1,0
8216,CCOC12CN(C1)C2,6,1,1,0
8217,COCC12CC(C1)C2,7,0,1,0
8218,COCC12CC(C1)O2,6,0,2,0
8219,COCC12CN(C1)C2,6,1,1,0
8220,OCCC12CC(C1)C2,7,0,1,0
8221,OCCC12CC(C1)O2,6,0,2,0
8222,OCCC12CN(C1)C2,6,1,1,0
8223,CC1CC11CC(=N)O1,6,1,1,0
8224,CC1CC11CC(=O)C1,7,0,1,0
8225,CC1CC11CC(=O)N1,6,1,1,0
8226,CC1CC11CC(=O)O1,6,0,2,0
8227,CC1NC11CC(=O)C1,6,1,1,0
8228,CC1OC11CC(=O)C1,6,0,2,0
8229,CN1CC11CC(=O)C1,6,1,1,0
8230,OC1CC11CC(=N)O1,5,1,2,0
8231,OC1CC11CC(=O)C1,6,0,2,0
8232,OC1CC11CC(=O)N1,5,1,2,0
8233,OC1CC11CC(=O)O1,5,0,3,0
8234,CC1CC11CC(C)C1,8,0,0,0
8235,CC1CC11CC(C)O1,7,0,1,0
8236,CC1CC11CC(O)C1,7,0,1,0
8237,CC1CC2(CC2O)C1,7,0,1,0
8238,CC1CC2(CC2O)O1,6,0,2,0
8239,CC1NC11CC(O)C1,6,1,1,0
8240,CC1NC11CN(C)C1,6,2,0,0
8241,CC1OC11CC(C)C1,7,0,1,0
8242,CC1OC11CC(O)C1,6,0,2,0
8243,CC1OC11CN(C)C1,6,1,1,0
8244,CN1CC11CC(O)C1,6,1,1,0
8245,OC1CC11CC(O)C1,6,0,2,0
8246,CC(=O)C12CC(C1)C2,7,0,1,0
8247,CC(=O)C12CC(C1)O2,6,0,2,0
8248,CC(=O)C12CN(C1)C2,6,1,1,0
8249,NC(=O)C12CC(C1)C2,6,1,1,0
8250,NC(=O)C12CC(C1)O2,5,1,2,0
8251,NC(=O)C12CN(C1)C2,5,2,1,0
8252,CC(C)C12CC(C1)C2,8,0,0,0
8253,CC(C)C12CC(C1)O2,7,0,1,0
8254,CC(C)C12CN(C1)C2,7,1,0,0
8255,CC(O)C12CC(C1)C2,7,0,1,0
8256,CC(O)C12CC(C1)O2,6,0,2,0
8257,CC(O)C12CN(C1)C2,6,1,1,0
8258,CC1(C)CC11CCC1,8,0,0,0
8259,CC1(C)CC11CCO1,7,0,1,0
8260,CC1(C)CC11COC1,7,0,1,0
8261,CC1(C)NC11COC1,6,1,1,0
8262,CC1(C)OC11CCC1,7,0,1,0
8263,CC1(C)OC11COC1,6,0,2,0
8264,CC1(O)CC11CCC1,7,0,1,0
8265,CC1(O)CC11CCO1,6,0,2,0
8266,CC1(O)CC11COC1,6,0,2,0
8267,CC1(C)CC2C(O)C12,7,0,1,0
8268,CC1(C)OC2C(O)C12,6,0,2,0
8269,CC1(O)CC2C(O)C12,6,0,2,0
8270,CC1C2CC(C)(C)C12,8,0,0,0
8271,CC1C2CC(C)(O)C12,7,0,1,0
8272,CC1C2N1CC2(C)C,7,1,0,0
8273,CC1C2N1CC2(C)O,6,1,1,0
8274,CC1C2OC(C)(C)C12,7,0,1,0
8275,CN1C2CC(C)(C)C12,7,1,0,0
8276,CN1C2CC(C)(O)C12,6,1,1,0
8277,CC1(C)CC2CC2C1,8,0,0,0
8278,CC1(C)CC2CC2O1,7,0,1,0
8279,CC1(C)CC2CN2C1,7,1,0,0
8280,CC1(C)CC2OC2C1,7,0,1,0
8281,CC1(C)OC2CC2O1,6,0,2,0
8282,CC1(O)CC2CC2C1,7,0,1,0
8283,CC1(O)CC2CN2C1,6,1,1,0
8284,CC1(O)CC2NC2C1,6,1,1,0
8285,CC1(O)CC2OC2C1,6,0,2,0
8286,CC1(C)CC2CC12O,7,0,1,0
8287,CC1(C)OC2CC12O,6,0,2,0
8288,CC1(O)CC2CC12O,6,0,2,0
8289,CC12CC1CC2(C)C,8,0,0,0
8290,CC12CC1CC2(C)O,7,0,1,0
8291,CC12CC1OC2(C)C,7,0,1,0
8292,CC12CN1CC2(C)C,7,1,0,0
8293,CC12CN1CC2(C)O,6,1,1,0
8294,CC12NC1CC2(C)C,7,1,0,0
8295,CC12NC1CC2(C)O,6,1,1,0
8296,CC12OC1CC2(C)C,7,0,1,0
8297,CC12OC1CC2(C)O,6,0,2,0
8298,CC12CC(C1)C(=N)O2,6,1,1,0
