,SMILES
1645,CN1C(=O)C(=N/Nc2ccc(Cl)c(Cl)c2)/C(=C(C#N)C1=O)C
1646,CC(C)(C)c1cc(CN2C(=O)N(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C(=O)N(Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C2=O)cc(c1O)C(C)(C)C
1647,OC(COc1ccc(c(O)c1)C(=O)c2ccccc2)COc3ccc(c(O)c3)C(=O)c4ccccc4
1648,CCCCCCCCCCCCCNCCCCCCCCCCCCC.CCCCCCCCCCCCCNCC(C)CCCCCCCCCC
1649,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12
1650,CCCCCCCCCC(C)(C)SSC(C)(C)CCCCCCCCC
1651,CCCCC(CC)COC(=O)OCC(CC)CCCC
1652,O=[P](OCc1ccccc1)(OCc2ccccc2)O[P](=O)(OCc3ccccc3)OCc4ccccc4
1653,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c3ccc(Oc4ccc(N)cc4)cc3
1654,CCCCCCCCCCCCCCCCCC(=O)O[Al](O)OC(=O)c1ccccc1
1655,CCN(CC)c1ccc2C=C3C(=C(C#N)C(=O)n4c5ccccc5nc34)Oc2c1
1656,CCN(CC)c1ccc(N=Nc2c(cc(C)cc2C#N)C#N)c(N[S](C)(=O)=O)c1
1657,CCCCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCC\C=C/CCCCCCCC(=O)OC.CCCCC/C=C\C\C=C/CCCCCCCC(=O)OC.CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC
1658,CC(=O)OCCN(CCOC(C)=O)c1ccc(cc1)N=Nc2ccc(cc2C#N)[N+]([O-])=O
1659,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
1660,CCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O
1661,Cc1cc(C)cc(c1)N2C(=O)c3ccc4c5ccc6C(=O)N(c7cc(C)cc(C)c7)C(=O)c8ccc(c9ccc(C2=O)c3c49)c5c68
1662,[NH4+].[Fe++].[Fe+3].[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N
1663,CCN(CCC(=O)OC)c1ccc(cc1)N=Nc2snc3ccc(cc23)[N+]([O-])=O
1664,CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC
1665,CCCC1CCC(CC1)c2ccc(cc2)c3ccc(CC)cc3
1666,Cc1cc(C)cc(O[P](=O)(Oc2cc(C)cc(C)c2)Oc3cc(C)cc(C)c3)c1
1667,CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1
1668,[Hf]
1669,[O--].[O--].[Hf+4]
1670,CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC\C=C/CCCCCCCC
1671,NC(Cc1ccccc1)=CC(=O)[C@@H](Cc2ccccc2)N(Cc3ccccc3)Cc4ccccc4
1672,CCCCCCCCCCCCCCCC(=O)NCCCCCCCC\C=C/CCCCCCCC
1673,[H+].[Cl-].NC(N)=N.OC(=O)C1=NN(c2ccc(cc2)[S](O)(=O)=O)C(=O)C1N=Nc3ccc(cc3)[S](O)(=O)=O
1674,CCCCCCCCCCCCCCCCCCNC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
1675,CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C
1676,Nc1ccc(Cl)cc1C(=O)c2ccccc2Cl
1677,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccc(cc3)c4ccc(O[P](=O)(Oc5ccccc5)Oc6ccccc6)cc4
1678,O=C1N(c2ccc(cc2)N=Nc3ccccc3)C(=O)c4ccc5c6ccc7C(=O)N(c8ccc(cc8)N=Nc9ccccc9)C(=O)c%10ccc(c%11ccc1c4c5%11)c6c7%10
1679,CCOc1cc2N=C3C(=C4Oc5cc(NC(=O)c6ccccc6)c(OCC)cc5N=C4C(=C3Oc2cc1NC(=O)c7ccccc7)NC(C)=O)NC(C)=O
1680,CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC
1681,[Al+3].[O-]B([O-])[O-]
1682,B#N
1683,Cc1c(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(C)c(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c(C)c1Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C
1684,CC(C)(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)(C)c4ccccc4)cc2
1685,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(cc4n3)[S](N)(=O)=O
1686,O=C1c2ccccc2C(=O)c3c4Nc5ccc6C(=O)c7ccccc7C(=O)c6c5Nc4ccc13
1687,CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12
1688,Cc1cc(CCC(=O)OCC(C)(C)[CH]2OC[C]3(CO2)CO[CH](OC3)C(C)(C)COC(=O)CCc4cc(C)c(O)c(c4)C(C)(C)C)cc(c1O)C(C)(C)C
1689,[Ti+4].Fc1ccc(N2C=C[C-]=C2)c(F)c1.Fc3ccc(N4C=C[C-]=C4)c(F)c3.[cH-]5cccc5.[cH-]6cccc6
1690,CCN(CC)c1ccc2c(OC(=O)C(=C2C#N)c3sc4ccccc4n3)c1
1691,N#Cc1ccc(C=Cc2ccc(cc2)C=Cc3cccc(c3)C#N)cc1
1692,COc1cc(ccc1N=NC(C(C)=O)C(=O)Nc2ccccc2)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(OC)c3
1693,CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC
1694,CCCCCCOc1ccc(c(O)c1)c2nc(nc(n2)c3ccccc3)c4ccccc4
1695,CCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCC
1696,CCCCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCCCC
1697,CC1COc2ccccc2N1C(=O)C(Cl)Cl
1698,[H+].[Cl-].Fc1ccc(cc1)C(=O)C2CCNCC2
1699,OCC(=O)CO
1700,[Na+].[Na+].Oc1cc(cc2cc(cc(N=Nc3cc(N=Nc4cc(cc(c4O)[N+]([O-])=O)[N+]([O-])=O)c(O)c(N=Nc5ccc(cc5)[N+]([O-])=O)c3O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O
1701,[Na+].[Na+].Oc1c2ccc(NC(=O)Nc3ccc4c(O)c(N=Nc5ccccc5)c(cc4c3)[S]([O-])(=O)=O)cc2cc(c1N=Nc6ccccc6)[S]([O-])(=O)=O
1702,[Cl-].C[N+](C)(C)CC1CO1
1703,CC(C)c1ccc(cc1)[S](O)(=O)=O
1704,[Na+].[Na+].COc1cc(c(C)cc1NC(=O)C(N=Nc2ccc(cc2)c3sc4c(ccc(C)c4[S]([O-])(=O)=O)n3)C(C)=O)[S]([O-])(=O)=O
1705,[Na+].[Na+].[O-][S](=O)(=O)c1cc(N\N=C2/C(=O)C=Cc3ccccc23)ccc1c4ccc(N\N=C5/C(=O)C=Cc6ccccc56)cc4[S]([O-])(=O)=O
1706,Nc1ccc(cc1)C#N
1707,[K+].[O-]C(=O)CS
1708,[Na+].OC(COCC=C)C[S]([O-])(=O)=O
1709,O=C1OCCO1
1710,OC(=O)CC(=C)C(O)=O
1711,[Cl-].N[C@@H](CCCN=C(N)N)C(O)=O.[H+]
1712,[Na+].CC(Nc1ccc(N\N=C\2C=C(c3ccccc3C2=O)[S]([O-])(=O)=O)c(C)c1)C(=O)c4ccccc4
1713,ClCC1CO1
1714,[Na+].[Na+].[Na+].[O-]C(=O)CN(CC([O-])=O)CC([O-])=O
1715,[Na+].Nc1cc(N)c(cc1N=Nc2cc(ccc2O)[N+]([O-])=O)[S]([O-])(=O)=O
1716,N=C(c1ccccc1)c2ccccc2
1717,[Na+].[O-]C(=O)CS
1718,[K+].CC(CC([O-])=O)CC(C)(C)C
1719,[Na].[Na+].[Fe].Nc1cc(ccc1O)[N+]([O-])=O.Nc2cc(cc(c2O)[S]([O-])(=O)=O)[N+]([O-])=O.Oc3cccc(O)c3
1720,[Na+].[Na+].COc1cc(N=Nc2ccc(cc2)[S]([O-])(=O)=O)c(C)cc1N\N=C/3C(=O)c4ccc(Nc5ccccc5)cc4C=C3[S]([O-])(=O)=O
1721,[Na+].[Na+].Cc1ccccc1Oc2ccccc2N\N=C/3C(=O)c4c(NC(=O)c5ccccc5)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O
1722,[O-][S](=O)(=O)CCC[NH+]1CCOCC1
1723,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3ccc(c4ccc(Nc5nc(Cl)nc(Nc6ccc(N=Nc7cc8c(cc(cc8[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc7[S]([O-])(=O)=O)c(NC(N)=O)c6)n5)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n2)ccc1N=Nc9cc%10c(cc(cc%10[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc9[S]([O-])(=O)=O
1724,[Li+].[Cl-]
1725,OCC[C@@H]1CCCC[NH2+]1
1726,[H+].[Cl-].NC(CO)(CO)CO
1727,CC(C)COC(=O)[C@@H](C)O
1728,[Ca++].[O-]C(=O)CS
1729,CC1(C)CC(O)CC(C)(CN)C1
1730,[Na+].CC(=C)C[S]([O-])(=O)=O
1731,[K+].[K+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O
1732,O[C@@H](CNc1ccccc1)C[S]([O-])(=O)=O
1733,CN(CCC#N)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.O[P](O)([O-])=O
1734,[Na+].CCCCCCCC1N(CCO)C=CN1CCC([O-])=O
1735,[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
1736,[F].[F].[F].[Cr]
1737,CC(=C)C(=O)OCC1CO1
1738,[O-][N+](=O)c1[nH]ncc1
1739,[Na+].[Co+3].CC(=O)/C(=N/Nc1cc(ccc1[O-])[S](N)(=O)=O)C(=O)[N-]c2ccccc2.CC(=O)/C(=N/Nc3cc(ccc3[O-])[S](N)(=O)=O)C(=O)[N-]c4ccccc4
1740,CCCCCCOC(CO)CO
1741,[Br-].CC[N+]1(C)CCCC1
1742,[K+].[O-]C(=O)c1ccccc1
1743,[Cl-].NC(=O)c1ccc[n+](Cc2ccccc2)c1
1744,CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1
1745,O.[Na+].[O-]OB=O
1746,COC(C)(C)CCOC(C)=O
1747,[Cr+3].[O-][P]([O-])([O-])=O
1748,[Na+].[Na+].[Fe].Nc1ccc(cc1)[N+]([O-])=O.Nc2cc(cc(c2O)[N+]([O-])=O)[N+]([O-])=O.OC/3=CC(=O)C=CC3=N/Nc4cc(cc5cc(cc(O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O
1749,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Oc1c(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5c(O)c6c(cc(cc6N=Nc7ccc8c(cccc8[S]([O-])(=O)=O)c7[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc5[S]([O-])(=O)=O)n4)cc3)n2)c(cc9cc(cc(N=Nc%10ccc%11c(cccc%11[S]([O-])(=O)=O)c%10[S]([O-])(=O)=O)c19)[S]([O-])(=O)=O)[S]([O-])(=O)=O
1750,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
1751,[F-].[F-].[Ni++]
1752,NC(=O)NC1NC(=O)NC1=O
1753,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(N\N=C\3C(=O)c4ccc(NC(=O)c5ccccc5)cc4C=C3[S]([O-])(=O)=O)cc2
1754,[Na+].[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccccc3[S](=O)(=O)c4ccccc4)C(=N)C=CC2=C1
1755,OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO.[O-][S]([O-])(=O)=O
1756,O=C1CCO1
1757,[K+].CC(C)CCOC([S-])=S
1758,CCC(=O)N(C1CC[NH2+]CC1)c2ccccc2
1759,[Na+].[O-][S](=O)(=O)CCN1CCOCC1
1760,CCCCCCCC(=O)OCC(O)CO
1761,[Na+].[Na+].[Na+].[Co+3].CC(=O)\C(=N/Nc1cc(cc(c1[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c2ccccc2.CC(=O)\C(=N/Nc3cc(cc(c3[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c4ccccc4
1762,[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[N+]([O-])=O)c(cc3C=C(\C(=N/Nc4ccccc4)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O
1763,[Li+].[O-]C(=O)c1ccccc1
1764,CN(C)C(=O)NC[C@@]1(C)C[C@@H](CC(C)(C)C1)NC(=O)N(C)C
1765,[Na+].[Na+].Nc1ccc2C(=O)C(=N/Nc3ccc4C(=O)C(=N/Nc5ccccc5)\C(=Cc4c3)[S]([O-])(=O)=O)/C(=Cc2c1)[S]([O-])(=O)=O
1766,NC(=O)C[NH+](CC([O-])=O)CC([O-])=O
1767,[Ca++].NC#N
1768,OC(=O)CCSCCC(O)=O
1769,CCCCN[P](N)(N)=S
1770,[Na+].[Na+].[Na+].Cc1ccccc1Nc2nc(Cl)nc(Nc3cc(cc4C=C(/C(=N/Nc5ccccc5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2
1771,[H+].[Cl-].NN
1772,[Na+].Oc1ccc2ccccc2c1N=Nc3ccc(cc3)[S]([O-])(=O)=O
1773,[Na+].[Na+].[Na+].[Na+].[Cu++].[Cu++].[O-]c1cc(ccc1N=Nc2c([O-])c(cc3cc(ccc23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c4ccc(N=Nc5c([O-])c(cc6cc(ccc56)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c([O-])c4
1774,CO[S]([O-])(=O)=O.CC(C)N(C(C)C)c1sc(N=Nc2ccc(cc2)N(C)C)[n+](C)n1
1775,[Na+].[Na+].[O-][S](=O)(=O)c1cccc2c(cccc12)N=Nc3ccc(N=Nc4ccc(Nc5ccccc5)c6c4cccc6[S]([O-])(=O)=O)c7ccccc37
1776,[Li+].CC1=NN(C(=N)/C1=N/Nc2cc(Cl)c(cc2Cl)[S]([O-])(=O)=O)c3ccccc3
1777,CC(C)CC1CC(C)(O)CCO1
1778,[Na+].[Na+].Cc1ccc(cc1)[S](=O)(=O)Oc2ccc(cc2)N=Nc3ccc(N=Nc4ccc(Nc5ccc(cc5[S]([O-])(=O)=O)[N+]([O-])=O)cc4)c6ccc(cc36)[S]([O-])(=O)=O
1779,Cc1cc(C)c(N)c(C)c1N
1780,[Na+].[Na+].Nc1ccc(N=Nc2ccc(N\N=C\3C(=O)c4c(N)c(N=Nc5ccc(cc5)N=Nc6ccc(N)cc6N)c(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc2)c(N)c1
1781,CC1(C)CC(=O)CC(C)(C)N1[O]
1782,[Na+].[Na+].Nc1ccc(N=Nc2ccc(cc2)[S](=O)(=O)Nc3ccc(cc3)N=Nc4c(N)c5c(O)c(N=Nc6ccccc6)c(cc5cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(N)c1
1783,Cc1ccc(O)cc1
1784,[Na+].Nc1c(cc(NC2CCCCC2)c3C(=O)c4ccccc4C(=O)c13)[S]([O-])(=O)=O
1785,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(O)=O)C(O)C2O
1786,[Na+].[O-][N+](=O)c1ccc(Nc2ccc(Nc3ccccc3)c(c2)[S]([O-])(=O)=O)c(c1)[N+]([O-])=O
1787,COC(=O)c1ccccc1N
1788,[Na+].Nc1c(cc(Nc2ccccc2)c3C(=O)c4ccccc4C(=O)c13)[S]([O-])(=O)=O
1789,[Na+].CC1=NN(C(=O)C1N=Nc2cc(Cl)ccc2Oc3ccccc3Cl)c4cc(ccc4Cl)[S]([O-])(=O)=O
1790,CCNC(=S)OC(C)C
1791,CCOC(=O)c1ccc(O)c(O)c1
1792,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O
1793,COc1ccc(CCC#N)cc1OC
1794,[Na+].CC1=NN(C(=O)C1N=Nc2cccc(c2)[S](=O)(=O)NCCc3ccccc3)c4cc(Cl)c(cc4Cl)[S]([O-])(=O)=O
1795,[Na+].[Na+].Cc1ccc(cc1)[S](=O)(=O)Nc2cc(cc3C=C(C(=N/Nc4ccc(Oc5ccccc5C)cc4Oc6ccccc6C)\C(=O)c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O
1796,[Na+].[Na+].[Na+].[Na+].COc1cc(N=Nc2cc(cc3cc(cc(O)c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(C)cc1NC(=O)Nc4cc(C)c(cc4OC)N=Nc5cc(cc6cc(cc(O)c56)[S]([O-])(=O)=O)[S]([O-])(=O)=O
1797,O=C1NC(=O)C2CCCC12
1798,[Na+].[O-][S](=O)(=O)CCNC1CCCCC1
1799,[Na+].[Na+].[O-][S]([O-])(=O)=O
1800,C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]1CC[C@@H]2O
1801,OCC(CO)(CBr)CBr
1802,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-]C(=O)c1ccc[n+](c1)c2nc(NCCNc3ccc4N=C5C(=C6Oc7c(ccc(NCCNc8nc(Nc9cc(ccc9[S]([O-])(=O)=O)[S]([O-])(=O)=O)nc(n8)[n+]%10cccc(c%10)C([O-])=O)c7[S]([O-])(=O)=O)N=C6C(=C5Oc4c3[S]([O-])(=O)=O)Cl)Cl)nc(Nc%11cc(ccc%11[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2
1803,[Na+].Nc1ccc(N\N=C\2C=Cc3c(cccc3[S]([O-])(=O)=O)C2=O)cc1
1804,C/C=C(\C)/C(=O)OC1C(C2(C(CC1(C)C)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)CO)OC(=O)C
1805,[Cl-].[Cl-].[Sn++]
1806,[K+].OP(O)O
1807,[Na+].[Na+].[Cu].COc1ccc(cc1N)[S]([O-])(=O)=O.Nc2ccc(c(N)c2)[N+]([O-])=O.Oc3cccc([O-])c3
1808,[Na+].[Na+].[Na+].[Na+].COc1ccc(N\N=C\2C(=O)c3ccc(Nc4nc(Nc5ccc6C(=O)C(=N/Nc7ccc(OC)cc7[S]([O-])(=O)=O)/C(=Cc6c5)[S]([O-])(=O)=O)nc(n4)N8CCOCC8)cc3C=C2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O
1809,[Na+].[Na+].[Na+].[O-]C(=O)C1=NN(c2ccc(cc2)[S]([O-])(=O)=O)C(=O)C1N=Nc3ccc(cc3)[S]([O-])(=O)=O
1810,CC(N)C(O)=O
1811,[Na+].[Na+].Cc1ccc(cc1)[S](=O)(=O)Nc2cc(cc3C=C(C(=N/Nc4cc(Cl)ccc4Oc5ccccc5)\C(=O)c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O
1812,[H+].[Cl-].CC(C)(C)N(CC(=O)c1ccc(O)c(CO)c1)Cc2ccccc2
1813,[Cl-].CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc(C)cc3
1814,ON=C1CCCCC1
1815,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5C=C(/C(=N/Nc6cc(Nc7nc(Cl)nc(Nc8cccc(c8)[S]([O-])(=O)=O)n7)ccc6[S]([O-])(=O)=O)C(=O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O
1816,OC(=O)C1CCCN1
1817,[Ca++].[O-]P=O.[O-]P=O
1818,[NH4+].[Fe+3].[O-]C(=O)CN(CCCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
1819,[Na+].[Na+].COc1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(OC)n5)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1
1820,[Na+].Cc1ccc(N[S](=O)(=O)c2cc(NNC3=C4C(=O)C=C(C=C4C=CC3=N)[S]([O-])(=O)=O)ccc2Cl)c(C)c1
1821,[Na+].Cc1cc(ccc1N\N=C2\C(=O)C=Cc3ccccc23)[S]([O-])(=O)=O
1822,[Na+].[Na+].CC(=O)Nc1cc(cc2C=C(\C(=N/Nc3ccccc3)C(=O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O
1823,CN(C)C1CCCCC1
1824,[Li+].[Li+].[O-]C([O-])=O
1825,[Na+].[Na+].CC(=O)Nc1ccc2C=C(\C(=N/Nc3ccc(cc3)[S](=O)(=O)CCO[S]([O-])(=O)=O)C(=O)c2c1)[S]([O-])(=O)=O
1826,[Na+].CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O
1827,NCCCCCCNC(O)=O
1828,[Li].O[S](=O)(=O)C(F)(F)F
1829,NC(N)=N.O[N+]([O-])=O
1830,CCOCCOCCOC(=O)C=C
1831,N#CCCC#N
1832,[Na+].[Na+].Cc1cc(ccc1NNC2=C(C=C3C=CC(=O)C=C3C2=O)[S]([O-])(=O)=O)C4(CCCCC4)c5ccc(NNC6=C(C=C7C=CC(=O)C=C7C6=O)[S]([O-])(=O)=O)c(C)c5
1833,O[S](=O)(=O)c1ccccc1
1834,Cc1cccc(c1C)[S](O)(=O)=O
1835,[Na+].Nc1cc(cc2cc(cc(O)c12)[S]([O-])(=O)=O)[S](O)(=O)=O
1836,OC(=O)C(O)=O
1837,[K].OC(=O)C(O)=O.OC(=O)C(O)=O
1838,[Li+].[O-][N+]([O-])=O
1839,CCCCNCCO
1840,CNCCO
1841,NCCO
1842,CN(C)C=O
1843,[OH-].[Cr+3].[O-][S]([O-])(=O)=O
1844,[Na+].S
1845,[Na+].CCN(CC)[S](=O)(=O)c1ccc(OC)c(N\N=C\2C=C(c3ccccc3C2=O)[S]([O-])(=O)=O)c1
1846,CCOC(=O)N(CC)c1ccccc1
1847,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2
1848,OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]1O
1849,Cc1c(N)cccc1Cl
1850,CC(=O)OCCc1ccccc1
1851,OC(=O)CCCCC1CCSS1
1852,Cc1ccccc1OCC2CO2
1853,CCCCCCCCCCCCCC[N+](C)(C)C.CCCCCCCCCCCCCC[N+](C)(C)C.[O-]C(=O)C([O-])=O
1854,[Na+].O[S](=O)(=O)CCN1CCN(CC1)CC[S]([O-])(=O)=O
1855,Clc1ccc2N(C3CC[NH2+]CC3)C(=O)Nc2c1
1856,CC(CC=O)CC(C)(C)C
1857,Clc1ccccc1Cl
1858,COc1ccc(\C=C\C)cc1
1859,[Cl-].[Cl-].[Cl-].[Cr+3]
1860,NC1=Nc2[nH]cc(CCc3ccc(cc3)C(O)=O)c2C(=O)N1
1861,C.[Mo].[Mo]
1862,[Na+].CCCCCCCCCCCCCCCC(=O)N1[C@@H](CCC1=O)C([O-])=O
1863,CCOC(=O)N(c1ccccc1)c2ccccc2
1864,[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O
1865,Nc1ccc(OCc2cccc(F)c2)c(Cl)c1
1866,Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O
1867,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
1868,[Ca++].[O-][Sn]([O-])=O
1869,CCCCCCCCCCCCCCC/C=C/CC(CC(O)=O)C(O)=O
1870,CCCCCCCCCCCCCCCCOc1ccccc1C(=O)CC(=O)Nc2scc(n2)c3ccccc3
1871,CC(C)OCCOC(C)=O
1872,[NH4+].[NH4+].[NH4+].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Rh+3]
1873,CC(CC(O)=O)CC(C)(C)C(O)=O
1874,OC(=O)c1cc(ccc1O)[S](O)(=O)=O
1875,N[S](O)(=O)=O.C1COCCN1
1876,[F-].[K+]
1877,OCCN1CCNC1=O
1878,Nc1ccc(OCCO)c(N)c1
1879,CC(=C)C(O)=O
1880,CC(=C)C(=O)OC(=O)C(C)=C
1881,CC[N+](CC)(CC)CC.[O-]C(=O)c1ccccc1
1882,[Na+].[O-]C#N
1883,[Na+].OC([O-])=O
1884,OCCNCCO
1885,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
1886,[Na+].CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(c2cc1C)c4ccc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O
1887,[Na+].[Br-]
1888,COCCOCCOC
1889,C/C=C/C(O)=O
1890,[Ba++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
1891,[Zn++].[O-]C(=O)C1CCC(=O)N1.[O-]C(=O)C2CCC(=O)N2
1892,[Ca++].O[P](O)([O-])=O.O[P](O)([O-])=O
1893,[K+].CN(C)CC([O-])=O
1894,[K+].OC([O-])=O
1895,CC(=C)CCO
1896,[Na+].CCC(C)c1cc(cc(n2nc3ccccc3n2)c1O)[S]([O-])(=O)=O
1897,Cc1ccc(N)cc1
1898,[Na+].[Na+].Cc1ccc(cc1[S]([O-])(=O)=O)[S](=O)(=O)c2cc(NC(=O)C(Br)=C)ccc2N=Nc3c(N)ccc4cc(ccc34)[S]([O-])(=O)=O
1899,CCOc1ccccc1O
1900,CCC1(COCOC1)COC(=O)C=C
1901,COc1cc(C=O)ccc1O
1902,BrCBr
1903,[Na+].[Na+].[O-][Se]([O-])=O
1904,[Na+].[Cl-].[O-]C(=O)c1ccc[n+](Cc2ccccc2)c1
1905,CC(C)(N)C#C
1906,[Na+].[O-][V](=O)=O
1907,[Na+].[Na+].CCN1C(=O)C(=N/Nc2cc(Nc3nc(F)nc(Nc4cc(ccc4Cl)[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)\C(=C(C(N)=O)C1=O)C
1908,CC(O)CNCC(C)O
1909,C1N2CN3CN1CN(C2)C3
1910,O.O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[La+3]
1911,CCC1CO1
1912,[Al+3].[O-]C=O.[O-]C=O.[O-]C=O
1913,O=C1CCCCC1
