,selfies,Solubility
2000,[K+1].[O][C@H1][Branch1][#Branch2][C@@H1][Branch1][C][O][C][Branch1][C][O-1][=O][C][Branch1][C][O][=O],0.47362379439999996
2001,[C][O][C][=Branch1][C][=O][C][C][Branch1][=Branch1][C][Branch1][C][C][=O][C][=Branch1][C][=O][O][C],-0.5248348408
2002,[N].[N].[N].[N].[Pd+2].[O][C][Branch1][C][O-1][=O].[O][C][Branch1][C][O-1][=O],-0.7223996879000001
2003,[C][Branch1][#Branch2][C][C][O][C][C][C][O][Ring1][Ring1][C][O][C][C][C][O][Ring1][Ring1],-0.5608137387
2004,[Cl-1].[Cl-1].[Pd+2],-0.5036976261
2005,[Na+1].[SH1-1],0.990088732
2006,[N][C][C][C][Branch1][C][O][=O],0.7865480445999999
2007,[H+1].[H+1].[Cl-1].[Cl-1].[C][N][C][=N][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][N],0.3819230911
2008,[C][C][C][Branch1][C][C][N][C][C][O],0.6667009336999999
2009,[O][C][=Branch1][C][=O][C][C][Branch1][C][O][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][Branch1][C][O][=O].[C][C][N][C][C][N][Ring1][=Branch1],0.2879414183
2010,[Na+1].[Na+1].[O-1][SH0][=Branch1][C][=O][O][SH0][Branch1][C][O-1][=O],0.45339108240000003
2011,[C][N][=C][Branch1][#Branch2][N][C][C][C][C][O][C][Ring1][Branch1][N][N+1][Branch1][C][O-1][=O],-0.5694147178
2012,[C][C][O][C][C][C][=Branch1][C][=O][O][C][C],-0.4317085178
2013,[C][N][C][C][C][C][C][C][Ring1][=Branch1],-0.3214680129
2014,[C][O][C][=Branch1][C][=O][C][C][#N],-0.2636316857
2015,[Na+1].[O][C][C][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],0.5569422141
2016,[Na+1].[Na+1].[C][C][C][C][C][C][C][C][/C][=C][/C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],-0.9624269120000001
2017,[C][C][O][C][=Branch1][C][=O][C][C][#N],-0.3276124069
2018,[Na+1].[Na+1].[C][O][C][=C][C][=Branch2][Ring2][N][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][N][=N][C][C][=Branch2][Ring1][O][=N][N][Branch1][Branch1][C][Ring1][Branch1][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][SH0][=Branch1][C][=O][=Branch1][C][=O][C][C][O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],-0.0898430335
2019,[Na+1].[Na+1].[O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][C][Branch1][C][O-1][=O],0.3454130072
2020,[C][C][Branch1][Branch1][C][C][C][#N][C][#N],-0.3155007402
2021,[C][C][C][C][O][C][C][Branch1][C][C][O],-0.4052379668
2022,[O][=C][O][C][=C][O][Ring1][Branch1],0.7770765429000001
2023,[Na+1].[C][C][C][Branch1][C][C][O][C][Branch1][C][S][=S],0.4688768793
2024,[C][C][Branch1][C][O][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][N].[O-1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],-0.6856367901
2025,[C][C][N][=C][O][C][=Ring1][Branch1][C][#N],-0.324555733
2026,[Cd+2].[O][N+1][Branch1][C][O-1][=O].[O][N+1][Branch1][C][O-1][=O],0.3276361318
2027,[Na+1].[C][C][O][C][Branch1][C][S-1][=S],0.5443381649
2028,[Cl-1].[Cl-1].[NH3+1][C][C][C][C][C][C][C][C][NH3+1],0.3621421768
2029,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][NH2+1][Ring1][#Branch2],-2.1616093611
2030,[O][C][C][C][C][C][C][O],1.6264407184
2031,[C][N][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=C],0.5024815492
2032,[Na+1].[Na+1].[O][C][Branch1][#Branch2][C][Branch1][C][O][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O],0.41105635729999995
2033,[C][C][O][PH0][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][C][C],0.43852652340000003
2034,[O][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1],-0.4042589172
2035,[C][C][C][C][=O],-0.1590074228
2036,[C][C][C][S][C][Ring1][Branch1],-1.1819174748
2037,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.3735951622999998
2038,[C][C][Cl],-1.0507488092
2039,[Cl][C][=C][C][Branch1][C][Cl][=N][C][=N][Ring1][#Branch1],-1.4172531143
2040,[Na+1].[Na+1].[Na+1].[C][C][=Branch1][C][=O][C][Branch2][#Branch1][Ring2][N][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=N][C][=C][Branch1][C][N][C][=C][Branch1][=N][C][=C][Ring1][#Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=C][Branch2][Ring2][Ring2][\C][=Branch2][Ring1][O][=N][/N][C][=C][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][Ring2][Ring1][N][=O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.2180283184
2041,[C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][C][=C][Ring1][Branch2],-1.3352536727
2042,[N][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],-1.3575741458000001
2043,[N][PH0][Branch1][C][N][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.4876534031
2044,[Na+1].[C][C][O][C][=C][C][=C][C][C][=Branch1][C][=O][C][=C][Branch2][Ring1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=C][C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][=C][Ring2][Ring1][Branch2][C][=Branch1][C][=O][C][Ring2][Ring2][C][=Ring2][Ring1][=C],-1.9878367861000001
2045,[C][C][Branch1][Ring1][C][N][C][C][C][N],-1.3272487005
2046,[C][N][C][=Branch1][=C][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][Branch2][=O][N],-1.4535787311000001
2047,[C][/C][=C][/C][C][C][C][C][C][C][=Branch1][C][=O][O][Ring1][#Branch1],-1.4887262913
2048,[C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][/O][=C][/O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.6225463588
2049,[N][C][=C][C][=Branch1][C][=O][N][=C][Branch1][C][N][N][Ring1][Branch2],-1.378146596
2050,[C][C][=C][C][=C][Branch1][C][N][C][Branch1][C][Cl][=C][Ring1][Branch2][O],-1.4815528695
2051,[N-1][=N+1][=C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O],-1.4717570191
2052,[C][C][Branch1][#C][C][O][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][O][C][=Branch1][C][=O][C][=C],-1.6682980883
2053,[O][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],-1.3759670992
2054,[O][C][C][S][C][Branch1][C][O][C][S][Ring1][#Branch1],-1.4690382322
2055,[C][C][=Branch1][C][=O][C][C][C][C][Cl],-1.4155738757
2056,[C][C][=N][N][Branch1][Branch2][C][=Branch1][C][=O][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][Branch1][C][O][=Branch1][C][=O][=O],-1.6926402974
2057,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][SH0][Branch1][C][N][=Branch1][C][=O][=O],-1.5259868531
2058,[C][C][C][C][Branch1][#Branch1][N][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][N][Ring1][O],-1.5314234319
2059,[C][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][N].[O][SH0][Branch1][C][O][=Branch1][C][=O][=O],-1.641347932
2060,[N][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][C][Branch1][C][N][C][C][Ring1][#Branch1],-1.6240034803
2061,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=C][Ring1][N],-1.5915498548
2062,[K+1].[C][C][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],0.3208872115
2063,[NH4+1].[O].[N][C][Branch1][C][O-1][=O],0.7115939977
2064,[Na+1].[C][C][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],0.3460227367
2065,[C][O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O].[C][N+1][Branch1][C][C][Branch1][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=C],0.09406321289999996
2066,[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[Na+1].[Na+1].[O-1][B][Branch1][Ring2][O][B][=O][O][B][Branch1][C][O-1][O][B][=O],-0.8846418846999999
2067,[N][C][=N][C][=C][C][=C][Ring1][=Branch1][O],-0.3461061519
2068,[C][=C][N][C][C][C][C][C][C][Ring1][#Branch1][=O],-0.4507860761
2069,[C][C][=Branch1][C][=O][O][C][\C][=C][Branch1][C][/C][C][=O],-0.4607939818
2070,[O][B][Branch1][C][O][O],-0.0992552152
2071,[Ca+2].[Ca+2].[Ca+2].[O-1][B][Branch1][C][O-1][O-1].[O-1][B][Branch1][C][O-1][O-1],-0.6843417048
2072,[K].[O][B][Branch1][C][O][O],-0.3120594734
2073,[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][Branch1][C][O][=O],0.5168038544
2074,[Pb+2].[O-1][N+1][Branch1][C][O-1][=O].[O-1][N+1][Branch1][C][O-1][=O],0.16653545109999998
2075,[Na+1].[Na+1].[Na+1].[O][C][C][N][Branch2][Ring1][C][C][C][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][C][Branch1][C][O-1][=O][C][C][Branch1][C][O-1][=O],0.1444215392
2076,[Na+1].[Na+1].[O][C][C][N][Branch1][Ring2][C][C][O][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch2][=Branch1][=N][N][C][=C][C][=C][Branch2][Branch1][=Branch1][\C][=C][\C][=C][C][=C][Branch2][Ring1][S][N][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=Branch1][Ring2][=N][Ring1][=N][N][Branch1][Ring2][C][C][O][C][C][O][C][=C][Ring2][Ring1][O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=Branch1][Branch1][=C][Ring2][Ring2][#Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][=N][Ring2][Branch1][=Branch2],-1.29966008
2077,[Zn+2].[C][C][Branch1][C][O][C][Branch1][C][O-1][=O].[C][C][Branch1][C][O][C][Branch1][C][O-1][=O],-0.7035054304999999
2078,[C][C][Branch1][C][C][C][C][Branch1][C][O][=O],-0.3279248515
2079,[Li+1].[Li+1].[Li+1].[O].[O].[O].[O].[O][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O],0.2218764714
2080,[C][C][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][NH1][N][=N][Ring1][Branch1][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=O],-2.7359260939
2081,[O][C][C][N][Branch1][Ring2][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.5833809314
2082,[C][C][O][C][=Branch1][C][=O][O][C],-0.3444506814
2083,[Mg+2].[Cl-1].[Cl-1],0.6922078268999999
2084,[N][C][C][C][C][C][C][N].[O][C][=Branch1][C][=O][C][C][C][C][C][Branch1][C][O][=O],0.2513647845
2085,[O-1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O].[O][=V+2],0.45711861880000004
2086,[Li+1].[O].[O].[O].[O-1][ClH0][=Branch1][C][=O][=Branch1][C][=O][=O],0.4612188619
2087,[Cl-1].[C][C][N][Branch1][Ring2][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=N][C][S][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][N+1][=Ring1][O][C],-0.9467714818
2088,[C][C][N][Branch1][Ring2][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=N][C][S][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][N+1][=Ring1][O][C].[C][O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],-1.0208150872
2089,[C][C][C][C][O][C][=Branch1][C][=O][C][O],-0.4583389122
2090,[C][O][C][=Branch1][C][=O][C][Cl],-0.37276796100000004
2091,[Cl-1].[Cl-1].[Cd+2],0.3967110896
2092,[Na+1].[O-1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][C][Br],0.332748699
2093,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],0.6123418909
2094,[C][C][N][Branch1][C][O][C][C],0.7036319098
2095,[N][C][Branch1][C][N][=N].[N][C][Branch1][C][N][=N].[O][C][Branch1][C][O][=O],0.39753485619999995
2096,[Li+1].[C][C][Branch1][C][O-1][=O],0.8337672926999999
2097,[C][C][=Branch1][C][=C][C][=Branch1][C][=O][O][C][C][O][C][=Branch1][C][=O][C][C][C][Branch1][C][O][=O],-0.706708916
2098,[Cl-1].[C][N][Branch1][C][C][C@H1][C@@H1][C][C@@H1][C@H1][Branch1][C][O][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch2][Ring1][S][=C][Ring1][=N][C][=Branch1][C][=O][C@][Ring2][Ring1][C][Branch1][C][O][C][=Branch1][C][=O][\C][=Branch1][=Branch1][=C][Branch1][C][N][/O][C][Ring2][Ring1][O][=O][O].[H+1],-1.0469016509
2099,[C][C][C][Branch1][C][C][C][Branch1][C][O][=O],-0.3559535751
2100,[Zn+2].[Br-1].[Br-1],1.2977429939
2101,[Na+1].[Na+1].[Na+1].[Na+1].[Na+1].[Cr+3].[N][C][=N][C][Branch1][C][Cl][=N][C][Branch2][Branch1][S][N][C][=C][C][=Branch2][Ring2][P][=C][C][=C][C][=Branch2][Ring2][C][=C][Branch2][Ring1][Ring1][N][=N][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O-1][N+1][Branch1][C][O-1][=O][C][Branch1][C][O-1][=C][Ring2][Ring1][#Branch1][Ring2][Ring1][Ring1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][=N][Ring2][Ring2][#Branch1].[N][C][=N][C][Branch1][C][Cl][=N][C][Branch2][Branch1][S][N][C][=C][C][=Branch2][Ring2][P][=C][C][=C][C][=Branch2][Ring2][C][=C][Branch2][Ring1][Ring1][N][=N][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O-1][N+1][Branch1][C][O-1][=O][C][Branch1][C][O-1][=C][Ring2][Ring1][#Branch1][Ring2][Ring1][Ring1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][=N][Ring2][Ring2][#Branch1],-0.4949751746
2102,[Na+1].[C][C][=C][C][=C][Branch1][=N][O][C][C][C][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=Branch1][Ring2][=C][Ring1][=C][N+1][Branch1][C][O-1][=O],0.1703103591
2103,[Cl].[Cl].[C][C][C][C][C][=N][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2].[C][C][C][C][C][=N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][N][Ring1][#Branch2],-1.019613944
2104,[Na+1].[Na+1].[Na+1].[C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][Branch1][C][Cl][=N][C][Branch2][Branch1][S][N][C][=C][C][=Branch2][Ring2][P][=C][C][C][=C][Branch2][Ring2][C][\C][=Branch2][Ring1][Ring1][=N][/N][C][=C][C][=C][C][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=Branch1][C][=O][C][Ring2][Ring1][#Branch1][=Ring2][Ring1][Ring1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][=N][Ring2][Ring2][#Branch1],-0.2667452841
2105,[Cl-1].[Cl-1].[Zn+2],0.5010006364
2106,[C][C][=C][N][Branch1][#C][C][C][C][Branch1][C][O][C][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=Branch1][C][=O][N][C][Ring1][#C][=O],-0.7420620876999999
2107,[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N+1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][C][C][C].[C][C][Branch1][C][O-1][=O],-0.9604187817000001
2108,[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N+1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][C][C][C].[O][PH0][Branch1][C][O][Branch1][C][O-1][=O],-1.0004895676999999
2109,[Na].[O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][#Branch2][C][C][=C][Branch1][C][O][C][=Branch1][N][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][Branch1][C][O][=O][=C][Ring2][Ring1][=Branch2][O],-0.9807588825
2110,[N].[N].[O][C@H1][Branch1][#Branch2][C@@H1][Branch1][C][O][C][Branch1][C][O][=O][C][Branch1][C][O][=O],0.36627676259999997
2111,[C][C][=N][C][=C][Branch1][Ring1][C][N][C][Branch1][C][N][=N][Ring1][=Branch2],0.4903065627000001
2112,[Mn+2].[O-1][N+1][Branch1][C][O-1][=O].[O-1][N+1][Branch1][C][O-1][=O],1.377095201
2113,[C][N][Branch1][C][C][C][C][C][N][C][C][C][N][Branch1][C][C][C],0.3558508036
2114,[H+1].[H+1].[Cl-1].[Cl-1].[N][C][=C][C][=C][Branch1][Branch1][O][C][C][O][C][Branch1][C][N][=C][Ring1][O],0.24615929739999998
2115,[Na+1].[Na+1].[Na+1].[O][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O],0.2166530911
2116,[O].[O].[O].[O].[O].[O].[O].[O].[O].[Al+3].[O-1][N+1][Branch1][C][O-1][=O].[O-1][N+1][Branch1][C][O-1][=O].[O-1][NH0][=Branch1][C][=O][=O],-0.9408131942
2117,[C][C@H1][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.4601924093
2118,[Na+1].[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O-1][C][=C][Ring1][#Branch1],0.3803001877
2119,[Na+1].[N][C][Branch1][Branch2][C][C][C][Branch1][C][O][=O][C][Branch1][C][O-1][=O],0.3919616292
2120,[Na+1].[N-1][=N+1][=N-1],0.8040134946999999
2121,[Na+1].[Na+1].[Mn+2].[O-1][C][=Branch1][C][=O][C][N][Branch2][Ring1][C][C][C][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][C][Branch1][C][O-1][=O][C][C][Branch1][C][O-1][=O],0.024802502
2122,[NH4+1].[NH4+1].[O-1][C][=Branch1][C][=O][C][Branch1][C][O-1][=O],-0.47258150130000004
2123,[N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][Branch1][C][O][=O],-0.5483114193999999
2124,[C][C][C@H1][Branch1][C][C][C@H1][Branch1][C][N][C][Branch1][C][O][=O],-0.5029538568
2125,[H+1].[Cl-1].[O][C][C][N][C][=C][C][=C][O][C][O][C][Ring1][Branch1][=C][Ring1][=Branch2],0.2728975009
2126,[O][=C][O][C][=Branch1][C][=O][C][=C][Ring1][=Branch1],0.6181158071
2127,[Na+1].[Na+1].[O-1][C][Branch1][C][O-1][=O],0.581124668
2128,[Na+1].[Na+1].[O][C][C][N][C][=N][C][Branch1][Branch1][N][C][C][O][=N][C][Branch2][=Branch1][C][N][C][=C][C][=C][C][=Branch1][C][=O][C][=Branch2][Ring1][P][=N][/N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][\C][=Branch1][#Branch2][=C][C][Ring2][Ring1][O][=C][Ring2][Ring1][#C][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][=N][Ring2][Ring2][=C],-0.28369801969999997
2129,[C][C@H1][C][O][Ring1][Ring1],0.8380333836
2130,[Na+1].[Na+1].[C][C][=C][C][=C][N][=C][Branch1][S][S][C][Ring1][Branch1][=C][Ring1][=Branch2][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][S][C][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][N][=Ring1][=C],-1.2223096235
2131,[C][C][O][C][C][C][C][Branch1][C][C][O][C][C][O][C][C][Branch1][C][C][C][O],-0.790860844
2132,[C][C][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.4813817083
2133,[K+1].[K+1].[Zn+2].[O-1][C][=Branch1][C][=O][C][N][Branch2][Ring1][C][C][C][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][C][Branch1][C][O-1][=O][C][C][Branch1][C][O-1][=O],0.237458201
2134,[C][C][C][C][N][C][=Branch1][C][=O][O][C][C][O][C][=Branch1][C][=O][C][=C],-1.6348405969
2135,[H+1].[Cl-1].[N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],-1.5636654662
2136,[C][C][=C][C][Branch1][C][C][=C][C][Branch1][C][N][=C][Ring1][Branch2],-1.4022004623
2137,[Na+1].[Co+3].[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O-1][C][=Branch1][Ring2][=C][Ring1][#Branch1][N][=N][C][=C][Branch1][C][O-1][C][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1].[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O-1][C][=Branch1][Ring2][=C][Ring1][#Branch1][N][=N][C][=C][Branch1][C][O-1][C][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1],-2.2022038482
2138,[C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][Ring2][C][Ring1][=Branch2][C][#N],-1.5404977203999999
2139,[H+1].[Cl-1].[O][C][Branch1][Branch2][C][C][N][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],-1.7207775313
2140,[NH3+1][C@@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.5082784056999998
2141,[C][C][C][C][C][C][C][C][N].[C][C][C][C][O][PH0][Branch1][C][S][=Branch1][C][=O][O][C][C][C][C],-1.8796973024
2142,[C][C][Branch1][C][C][C][=N][N][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring1][=N][N],-1.7188473974
2143,[C][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-1.5520409413
2144,[Cl][C][Branch1][C][Cl][Branch1][C][Cl][2H],-1.417811305
2145,[N][C][=C][C][Branch1][C][Cl][=N][C][Branch1][=Branch1][C][Branch1][C][O][=O][=C][Ring1][#Branch2][Cl],-0.0042500518
2146,[O][C][C][N][C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O][N][Branch1][Ring2][C][C][O][C][C][O],-1.7953855716
2147,[Al+3].[C][C][C][C][O-1].[C][C][C][C][O-1].[C][C][C][C][O-1],-1.7373354758000001
2148,[O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],-1.5589830837
2149,[Na+1].[Na+1].[Na+1].[Na+1].[N][C][=C][C][=C][Branch1][=N][C][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][N][=N][C][=C][C][=C][Branch2][=Branch1][#Branch2][N][=N][C][=C][C][=C][Branch2][Ring2][N][N][\N][=C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C][C][=C][/-Ring2][Ring1][Ring2][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=C][C][=C][Branch1][Branch2][C][=C][Ring2][Ring2][Ring2][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][C][=C][C][=C][Branch1][Branch2][C][=C][Ring2][Branch1][Ring2][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],-2.3935953584
2150,[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][C],-1.4140004112
2151,[Na+1].[Na+1].[Na+1].[Na+1].[Na+1].[C][O][C][=C][C][Branch2][Ring2][=Branch2][N][=N][C][=C][C][=Branch2][Ring1][=Branch2][=C][C][=C][C][=Branch1][O][=C][C][Branch1][C][O][=C][Ring1][O][Ring1][#Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][=C][Branch1][C][C][C][=C][Ring2][Ring1][N][N][=N][C][=C][Branch1][C][O][C][=C][Branch2][Branch1][Branch2][N][C][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch2][Ring1][S][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=N][C][=C][C][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][Branch1][C][O-1][=O][=N][Ring2][Ring1][S][C][=C][Branch2][Ring1][Ring1][C][=C][Ring2][Ring2][#Branch1][C][=C][Ring2][Ring2][N][SH0][Branch1][C][O-1][=Branch1][C][=O][=O][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],-2.4833879664
